SimplifiedName,TraditionalName,PinyinName,EnglishName_1,EnglishName_2,EnglishName_3,EnglishInterpretation,sort_id
温肺化饮,溫肺化飲,[wen fei hud yin],warming lung and resolving fluid retention,,,,10
温肺化痰,溫肺化痰,[ wen fei hud tan],warming lung and resolving phlegm,,,,10
温法,溫法,[wen fa],warming method,,,,10
温补阳气,溫補陽氣,[wen bu yang qi],warming and tonifying yang qi,,,,10
温补心阳,溫補心陽,[wen bu xin yang],warming and tonifying heart yang,,,,10
温补下元,溫補下元,[wen bu xia yuan],warming and tonifying kidney qi,,,,10
温补肾阳,溫補腎陽,[wen bu shen y6ng],warming and tonifying kidney yang,,,,10
温补脾胃,溫補脾胃,[wen bu pi wei],warming and tonifying spleen and stomach,,,,10
温补脾肾,溫補脾腎,[wen bu pi shen],warming and tonifying spleen and kidney,,,,10
温补命门,溫補命門,[wen bu ming men],warming and tonifying life gate,,,,10
温补,溫補,[wen bu],warming and tonifying,,,,10
未病先防,未病先防,[wei bing xian fang],prevention before disease onset,,,,10
微者逆之,微者逆之,[wei zhe ni zhj],treating mild syndrome with counteraction,,,,10
退翳明目,退翳明目,[tui yi mlng mu],removing nebula to improve vision,,,,10
透疹,透疹,[tou zhen],promoting eruption,,,,10
透营转气,透營轉氣,[tou ying zhuan q],expelling heat of nutrient aspect through the qi aspect,,,,10
透泄,透泄,[tou xie],expelling and dispersing,,,,10
透邪,透邪,[tou xie],expelling pathogen,,,,10
透热转气,透熱轉氣,[tou re zhuan q],eliminating heat in nutrient aspect through qi aspect,,,,10
透表,透表,[tou biao],expelling pathogen through exterior,,,,10
通因通用,通因通用,[tong yin tong y〇ng],treating incontinent syndrome with dredging method,,,,10
通窍,通竅,[tong qiao],relieving stuffy orifices,,,,10
通络止痛,通絡止痛,[tong luo zhi tong],dredging collaterals and relieving pain,,,,10
通淋排石,通淋排石,[tong lin pai shl],relieving stranguria and expelling stone,,,,10
通利小便,通利小便,[tong li xiao bian],promoting urination,,,,10
通经活络,通經活絡,[tong jing huo luo],dredging channels and activating collaterals,,,,10
通腑泄热,通腑泄熱,[tong fu xie re],relaxing bowels and discharging heat,,,,10
通鼻窍,通鼻竅,[tOng bi qido],relieving stuffy nose,,,,10
调和营卫,調和營衛,[tiao he ying wei],harmonizing nutrient and defensive aspects,,,,10
调和气血,調和氣血,[tiao he qi xue],harmonizing qi and blood,,,,10
填精益髓,填精益髓,[ti6n jing yi sui],supplementing essence and replenishing marrow,,,,10
损者温之,損者溫之,[sun zhe wen zhj],treating impairment with warming,,,,10
酸甘化阴,酸甘化陰,[suan gdn hud yin],sour and sweet transforming into yin,,,,10
疏散外风,疏散外風,[shu san wai feng],dispersing external wind,,,,10
疏肝利胆,疏肝利膽,[shu gdn li dan],soothing liver and promoting bile secretion,,,,10
疏肝理气,疏肝理氣,[shu gdn li qi],soothing liver and regulating qi,,,,10
疏肝理脾,疏肝理脾,[shu gan H,soothing liver and regulating spleen,,,,10
疏肝解郁,疏肝解鬱,[shu gan jie yu],soothing liver and relieving depression,,,,10
疏肝,疏肝,[shu gdn],soothing liver,,,,10
疏风泄热,疏風泄熱,[shu feng xie re],dispersing wind and discharging heat,,,,10
疏风散寒,疏風散寒,[shu feng san han],dispersing wind and dissipating cold,,,,10
疏风清热,疏風清熱,[shu feng qing re],dispersing wind and clearing heat,,,,10
疏风,疏風,[shu feng],dispersing wind,,,,10
疏表润燥,疏表潤燥,[shu biao run zao],relieving exterior and moistening dryness,,,,10
疏表化湿,疏表化濕,[shu biao hua shi],relieving exterior and resolving dampness,,,,10
舒筋活络,舒筋活絡,[shu jin huo luo],relaxing sinew and activating collaterals,,,,10
收涩固脱,收澀固脫,[shou se gu tuo],relieving collapse with astringent therapy,,,,10
盛者泻之,盛者瀉之,[sheng zhe xie zhj],treating excess with purgation,,,,10
生津止渴,生津止渴,[sheng jin zhi ke],promoting fluid production to quench thirst,,,,10
升阳举陷,升陽舉陷,[sheng yang ju xian],elevating yang and raising the drooping,,,,10
升提中气,升提中氣,[sheng ti zhong qi],uplifting the middle qi,,,,10
升清降浊,升清降濁,[sheng qing jiang zhuo],ascending lucidity and descending turbidity,,,,10
升清固涩,升清固澀,[sheng qing gu se],elevating lucid yang and consolidating essence,,,,10
升举中气,升舉中氣,[sheng ju zhong qi],raising middle qi,,,,10
渗湿止泻,滲濕止瀉,[shen shi zhi xie],draining dampness and checking diarrhea,,,,10
渗湿于热下,滲濕於熱下,[shen shl yu re xia],dispelling heat by draining dampness,,,,10
甚者独行,甚者獨行,[shen zhe du x^g],treating severe case with single focal method,,,,10
甚者从之,甚者從之,[shen zhe cong zhi],treating severe case in compliance with pseudosymptom,,,,10
上之,上之,[shdng zhl],emetic therapy,,,,10
上燥治气,上燥治氣,[shdng zdo zhi qi],treating qi for upper dryness,,,,10
杀虫,殺蟲,[shd chong],killing worms,,,,10
涩可去脱,澀可去脫,[se ke qu tuo],astringent relieving collapse,,,,10
涩可固脱,澀可固脫,[se ke gu tuo],astringent relieving collapse,,,,10
涩肠止泻,澀腸止瀉,[se chang zhi xie],astringing intestines and checking diarrhea,,,,10
散中有收,散中有收,[san zhong you shou],combined medicinals for relieving exterior with astringents,,,,10
散者收之,散者收之,[san zhe shou zhj],treating dispersion with astringent,,,,10
塞因塞用,塞因塞用,[sai yin sai yong],treating obstructive syndrome with tonics,,,,10
润燥止渴,潤燥止渴,[run zdo zhi ke],moistening dryness to quench thirst,,,,10
润燥止咳,潤燥止咳,[run zdo zhi ke],moistening dryness and relieving cough,,,,10
润燥降气,潤燥降氣,[run za〇 jiang qi],moistening dry and descending qi,,,,10
润燥剂,潤燥劑,[run zdo ji],dryness-moistening formula,,,,10
润燥化痰,潤燥化痰,[run zdo hud tan],moistening dryness and resolving phlegm,,,,10
润下,潤下,[run xid],moistening purgation,,,,10
润肺止咳,潤肺止咳,[run fei zhi ke],moistening lung and relieving cough,,,,10
润肠通便,潤腸通便,[run chang tong bian],moistening intestines to relieve constipation,,,,10
软坚散结,軟堅散結,[ruan jian san jie],softening hardness and dissipating mass,,,,10
柔肝,柔肝,[rou gdn],emolliating liver,,,,10
热者寒之,熱者寒之,[re zhe han zhj],treating heat with cold,,,,10
热因热用,熱因熱用,[re yin re yong],treating heat with heat,,,,10
去宛陈莝,去宛陳莝,[qu wan chen cuo],eliminating stagnated pathogen,,,,10
祛瘀生新,祛瘀生新,[qu yu sheng xin],dispelling stasis to promote regeneration,,,,10
祛瘀软坚,祛瘀軟堅,[qu yu ruan jidn],dispelling stasis and softening hard mass,,,,10
祛邪截疟,祛邪截瘧,[qu xie jie nue],eliminating pathogen to prevent attack of malaria,,,,10
祛痰,祛痰,[qu tan],dispelling phlegm,,,,10
祛暑化湿,祛暑化濕,[qu shu hud shi],expelling summerheat and resolving dampness,,,,10
祛湿化浊,祛濕化濁,[qu shi hud zhuo],removing dampness and eliminating turbid,,,,10
祛风通络,祛風通絡,[qu feng tong luo],expelling wind and dredging collaterals,,,,10
祛风胜湿,祛風勝濕,[qu feng sheng shi],expelling wind and eliminating dampness,,,,10
祛风化痰,祛風化痰,[qu feng hud tan],expelling wind and resolving phlegm,,,,10
祛风,祛風,[qu feng],dispelling wind,,,,10
清燥润肺,清燥潤肺,[qing zdo run fei],relieving dryness and moistening lung,,,,10
清营泄热,清營泄熱,[qing yng xie re],clearing nutrient aspect and discharge heat,,,,10
清营透疹,清營透疹,[qing yi^g tou zhen],clearing nutrient aspect and promoting eruption,,,,10
清营祛瘀,清營祛瘀,[qing yi[ng q。 yu],clearing nutrient aspect and dispelling stasis,,,,10
清营凉血,清營涼血,[qing —g Mng xue],clearing nutrient aspect and cooling blood,,,,10
清营,清營,[qMg —g],clearing nutrient aspect,,,,10
清心泻火,清心瀉火,[qing xin xie huO],clearing heart and reducing fire,,,,10
清心开窍,清心開竅,[qing xin kai qiao],clearing heart and opening orifice,,,,10
清心火,清心火,[qing xin huO],clearing heart fire,,,,10
清心,清心,[qing xin],clearing heart,,,,10
清泄少阳,清泄少陽,[qing xie shao yang],clearing lesser yang,,,,10
清泄肺热,清泄肺熱,[qing xie fei re],clearing lung heat,,,,10
清相火,清相火,[qing xiang huo],clearing ministerial fire,,,,10
清胃泻火,清胃瀉火,[qing wei xie huO],clearing stomach fire,,,,10
清胃火,清胃火,[qing wei huO],clearing stomach fire,,,,10
清暑益气,清暑益氣,[qing shu yi qi],clearing summerheat and replenishing qi,,,,10
清暑热,清暑熱,[qing shu re],clear summerheat,,,,10
清暑利湿,清暑利濕,[qing shu li shi],clearing summerheat and eliminating dampness,,,,10
清肾火,清腎火,[qing shen huo],clearing kidney fire,,,,10
清热燥湿,清熱燥濕,[qing re zao shi],clearing heat and drying dampness,,,,10
清热宣肺,清熱宣肺,[qing re xuan fei],clearing heat and ventilating lung,,,,10
清热熄风,清熱熄風,[qing re xi feng],clearing heat and extinguishing wind,,,,10
清热生津,清熱生津,[qing re sheng jin],clearing heat and promoting fluid production,,,,10
清热润肺,清熱潤肺,[qing re run fei],clearing heat and moistening |ung,,,,10
清热凉血,清熱涼血,[qing re liang xue],clearing heat and cooling blood,,,,10
清热利湿,清熱利濕,[qing re li shi],clearing heat and draining dampness,,,,10
清热利胆,清熱利膽,[qing re li dan],clearing heat and promoting function of gallbladder,,,,10
清热开窍,清熱開竅,[qing re kai qiao],clearing heat for resuscitation,,,,10
清热解暑,清熱解暑,[qing re jie shU],clearing summerheat,,,,10
清热解毒,清熱解毒,[qing re jie du],clearing heat and removing toxin,,,,10
清热解表,清熱解表,[qing re jie biao],clearing heat to release exterior,,,,10
清热化浊,清熱化濁,[qing re hud zhuo],clearing heat and eliminating turbid,,,,10
清热化痰,清熱化痰,[qing re hud tan],clearing heat and resolving phlegm,,,,10
清热化湿,清熱化濕,[qing re hud shi],clearing heat and resolving dampness,,,,10
清热法,清熱法,[qing re fd],heat-clearing method,,,,10
清热保津,清熱保津,[qing re bao jin],clearing heat to preserve fluid,,,,10
清气凉营,清氣涼營,[qing qi liang yng],clearing qi aspect and cooling nutrient aspect,,,,10
清气分热,清氣分熱,[qing qi fen re],clearing heat from qi aspect,,,,10
清气法,清氣法,[qing qi fa],therapy for clearing heat from qi aspect,,,,10
清气,清氣,[qing qi],① clearing qi aspect ② clear qi of cereal nutrients ③⑴ol air in autumn,,,,10
清凉透邪,清涼透邪,[qing liang tou xie],eliminating pathogen with cooling therapy,,,,10
清化暑湿,清化暑濕,[qing hud shu shj],clearing summerheat and dissipating dampness,,,,10
清化热痰,清化熱痰,[qing hud re tan],clearing and resolving heat phlegm,,,,10
清宫,清宮,[qing g〇ng],clearing pericardium,,,,10
清肝泻火,清肝瀉火,[qing gdn xie huo],clearing the liver and draining fire,,,,10
清肝泻肺,清肝瀉肺,[qing gdn xie fei],clearing liver and purging lung,,,,10
清肝火,清肝火,[qing gdn huo],clearing liver heat,,,,10
清肺火,清肺火,[qing fei huO],clearing lung fire,,,,10
清法,清法,[qing fa],clearing method,,,,10
清补,清補,[qing bu],moistening and tonifying,,,,10
轻宣润燥,輕宣潤燥,[qing xudn run zdo],moisturizing dryness by light diffusion,,,,10
轻宣凉燥,輕宣涼燥,[qing xudn liang zdo],relieving cold dryness by light diffusion,,,,10
轻宣肺气,輕宣肺氣,[qing xudn fei qi],dispersing lung qi with light herbs,,,,10
轻下,輕下,[qing xid],mild purgation,,,,10
轻清宣气,輕清宣氣,[qing qing xuan qi],dispersing qi with light medicinal,,,,10
潜阳熄风,潛陽熄風,[qian yang xi feng],subduing yang and extinguishing wind,,,,10
潜阳,潛陽,[qidn yang],subduing yang,,,,10
气营两清,氣營兩清,[qi ying liang qing],clearing both qi and nutrient aspects,,,,10
其下者引而竭 之,其下者引而竭 之,[qi xid zh6 yin er jie zhi],pathogen in the lower requiring dredging therapy,,,,10
其高者因而越 之,其高者因而越 之,[qi gao zhe yin er yue zhi],relieving disease in the upper by emetic therapy,,,,10
破瘀,破瘀,[p〇 yu],breaking blood stasis,,,,10
破血逐瘀,破血逐瘀,[po xue zhu yu],breaking and expelling blood stasis,,,,10
破血消癥,破血消癥,[po xue xido zheng],breaking blood stasis and resolving mass,,,,10
破血,破血,[po xuej,breaking blood stasis,,,,10
破气消痞,破氣消痞,[po qi xiao pi],breaking stagnated qi and dispersing mass,,,,10
平肝熄风,平肝熄風,[pi^g gan xi feng],pacifying liver and extinguishing wind,,,,10
平肝潜阳,平肝潛陽,[ping gan qian yang],pacifying liver and subduing yang,,,,10
平冲降逆,平沖降逆,[pi^g chong jidng ni],descending adverse-rising qi,,,,10
培土生金,培土生金,[p6i tU sheng jin],banking up earth to generate metal,,,,10
排脓解毒,排膿解毒,[pai nong jie du],evacuating pus and expelling toxin,,,,10
排脓,排膿,[pai nong],expelling pus,,,,10
逆者正治,逆者正治,[ni zhe zheng zhi],counteraction being routine treatment,,,,10
纳气平喘,納氣平喘,[nd qi pihg chuan],improving qi reception and relieving dyspnea,,,,10
留者攻之,留者攻之,[liu zhe gong zhi],treating retention with purgation,,,,10
凉血止血,涼血止血,[liang xue zhi xue],cooling blood and stopping bleeding,,,,10
凉血散血,涼血散血,[liang xue san xue],cooling blood and dissipating blood stasis,,,,10
凉血,涼血,[liang xue],cooling blood,,,,10
凉肝熄风,涼肝熄風,[liang gan xi feng],cooling liver and extinguishing wind,,,,10
敛肺止咳,斂肺止咳,[lian fei zhi ke],astringing lung and relieving cough,,,,10
敛肺定喘,斂肺定喘,[lian fei ding chuan],astringing lung and relieve dyspnea,,,,10
敛疮生肌,斂瘡生肌,[lian chudng sheng ji],healing up sore and promoting granulation,,,,10
利水渗湿,利水滲濕,[li shui shen shi],promoting urination and draining dampness,,,,10
利湿,利濕,[li shi],draining dampness,,,,10
理血法,理血法,[li xue a],blood-regulating method,,,,10
理气止痛,理氣止痛,p! qi zhi tOng],regulating qi and relieving pain,,,,10
理气通降,理氣通降,[H qi tong jiang],regulating qi and descending turbid to relieve constipation,,,,10
理气宽中,理氣寬中,p! qi kuan zhong],regulating qi to smooth the middle,,,,10
理气解郁,理氣解鬱,[h qi jie yu],regulating qi and relieving depression,,,,10
理气健脾,理氣健脾,rlv    \ ? * v [li qi jian pi],regulating qi and invigorating spleen,,,,10
理气和胃,理氣和胃,[H qi he wei],regulating qi and harmonizing stomach,,,,10
劳者温之,勞者溫之,[lao zhe wen zhi],treating overstrain with warming,,,,10
溃坚,潰堅,[kui jian],promoting suppuration,,,,10
苦辛通降,苦辛通降,[ku xin tong jidng],dispersing stagnation and purging heat with bitter and pungent medicinals,,,,10
苦温燥湿,苦溫燥濕,[ku wen zao shi],bitter-warm drying dampness,,,,10
苦寒直折,苦寒直折,[ku han zhi zhe],direct repulsion with bitter cold,,,,10
苦寒泄热,苦寒泄熱,[ku han xie re],discharging heat with bitter cold,,,,10
苦寒清热,苦寒清熱,[ku han qing re],clearing heat with bitter cold,,,,10
苦寒清气,苦寒清氣,[ku han qing qi],clearing qi-level with bitter cold,,,,10
客者除之,客者除之,[ke zhe chu zhj],exogenous pathogen should be expelled,,,,10
开中有合,開中有合,[kai zhong you he],combined medicinals for relieving exterior with astringents,,,,10
开泄,開泄,[kdi xie],opening and discharging,,,,10
开窍,開竅,[kai qido],resuscitation; opening orifice,,,,10
开鬼门,開鬼門,[kdi gui men],opening pores of sweat duct,,,,10
开达膜原,開達膜原,[kai da mo yuan],opening onto pleurodiaphragmatic interspace,,,,10
峻下,峻下,[jun xid],drastic purgation,,,,10
峻补,峻補,[jun bu],drastic tonification,,,,10
精不足者，补 之以味,精不足者，補 之以味,"[jing bu zu zhe, T V    1    —    V    \ *-| bu zhi yi wei]",essence insufficiency should be treated with thick-flavor tonics,,,,10
惊者平之,驚者平之,[jing zhe pi^g zhj],treating fright by calming,,,,10
筋骨并重,筋骨並重,[jin gu bing zhong],emphasis on both sinews and bones,,,,10
金水相生,金水相生,[jin shui xiang sheng],mutual generation between metal and water,,,,10
解郁泄热,解鬱泄熱,[jie yu xie re],resolving depression and discharging heat,,,,10
解肌,解肌,jie间,releasing flesh,,,,10
解毒除瘴,解毒除瘴,[jie du chu zhdng],detoxing and treating malignant malaria,,,,10
解毒,解毒,[jie du],removing toxin,,,,10
解表散寒,解表散寒,[jie biao san han],releasing exterior and dissipating cold,,,,10
解表法,解表法,[jie biao fa],releasing exterior method,,,,10
截疟,截瘧,[jie nue],preventing attack of malaria,,,,10
结者散之,結者散之,[jie zhe san zhj],treating pathogenic accumulation with dissipation,,,,10
洁净府,潔淨府,[jie jing fu],cleaning the bladder,,,,10
交通心肾,交通心腎,[jido tong xin shen],restoring coordination between heart and kidney,,,,10
降气止呃,降氣止呃,[jidng qi zhi e],descending qi and relieving hiccup,,,,10
降气平喘,降氣平喘,[jidng qi ping chuan],descending qi and relieving dyspnea,,,,10
降气化痰,降氣化痰,[jidng qi hud tan],descending qi and resolving phlegm,,,,10
降气,降氣,[jidng qi],descending qi,,,,10
降逆止咳平喘,降逆止咳平喘,[jidng ni zhi ke pi^g chuan],"descending counterflow of qi, relieving cough and dyspnea",,,,10
降逆下气,降逆下氣,[jidng ni xid qi],descending counterflow of qi,,,,10
健脾燥湿,健脾燥濕,[jidn pi zdo shi],invigorating spleen and drying dampness,,,,10
健脾消食,健脾消食,[jian pi xiao shf],invigorating spleen and promoting digestion,,,,10
健脾利湿,健脾利濕,[jidn pi li shi],invigorating spleen and draining dampness,,,,10
健脾化浊,健脾化濁,[jidn pi hua zhuo],invigorating spleen and resolving turbid,,,,10
健脾化痰,健脾化痰,[jidn pi hud tan],invigorating spleen and resolving phlegm,,,,10
健脾化湿,健脾化濕,[jidn pi hua shi],invigorating spleen and resolving dampness,,,,10
健脾和胃,健脾和胃,[jian pi he weij,invigorating spleen and harmonizing stomach,,,,10
健脾扶阳,健脾扶陽,[jidn pifd y6ng],invigorating spleen and reinforcing yang,,,,10
间者并行,間者並行,[jidn zhe bing xiig],treating root and accompanying symptoms simultaneously for mild case,,,,10
坚者削之,堅者削之,[jian zhe xue zhj],hardness should be whittled,,,,10
既病防变,既病防變,[ji bing fang bian],controlling development of existing disease,,,,10
急者缓之,急者緩之,[ji zhe huan zhj],treating spasm with relaxation,,,,10
急下存阴,急下存陰,[ji xid ctn yin],emergent purgation to preserve yin,,,,10
急下,急下,出xd],drastic purgation,,,,10
火劫,火劫,[huo jie],fire deterioration,,,,10
活血化瘀,活血化瘀,[huo xue hud yu],activating blood and resolving stasis,,,,10
豁痰熄风,豁痰熄風,[huo tan xi feng],eliminating phlegm and extinguishing wind,,,,10
豁痰开窍,豁痰開竅,[huo tan kai qiao],eliminating phlegm and opening orifices,,,,10
回阳救逆,回陽救逆,[hui yang jiu ni],restoring yang to save from collapse,,,,10
回阳固脱,回陽固脫,[hui yang gu tuo],restoring yang to stop collapse,,,,10
回阳,回陽,[hui yang],restoring yang,,,,10
回乳,回乳,[hui ru],terminating lactation,,,,10
缓下,緩下,[huan xid],laxation,,,,10
缓攻,緩攻,[huan gong],mild purgation,,,,10
缓补,緩補,[huan bu],mild tonification,,,,10
化瘀消积,化瘀消積,[hud yu xido ji],removing blood stasis and resolving accumulation,,,,10
化痰止咳,化痰止咳,[hud tan zhi ke],resolving phlegm and relieving cough,,,,10
化痰散结,化痰散結,[hud tan sdn jie],resolving phlegm and dissipating mass,,,,10
化痰平喘,化痰平喘,[hud tan ping chuan],resolving phlegm and relieving asthma,,,,10
化痰开窍,化痰開竅,[hud tan kai qido],resolving phlegm for resuscitation,,,,10
化痰,化痰,[hua tan],resolving phlegm,,,,10
化湿降浊,化濕降濁,[hua shi jiang zhuo],removing dampness and descending turbid,,,,10
化湿行气,化濕行氣,[hud shi xing qi],resolving dampness and moving qi,,,,10
化湿,化濕,[hua shi],resolving dampness,,,,10
化气利水,化氣利水,[hua qi li shui],transforming qi and draining water,,,,10
化气利湿,化氣利濕,[hua qi li shi],transforming qi and draining dampness,,,,10
化气行水,化氣行水,[hua qi xing shui],warming yang qi to promote diuresis,,,,10
化积,化積,[hud jl],resolving accumulation,,,,10
化腐,化腐,[hud fu],resolving putridity,,,,10
化斑,化斑,[hua ban],dissipating ecchymosis,,,,10
和中安神,和中安神,[he zhong an shen],harmonizing the middle and tranquilizing mind,,,,10
和血熄风,和血熄風,[he xue xi feng],harmonizing blood and extinguishing wind,,,,10
和胃降逆,和胃降逆,[he wei jidng ni],harmonizing stomach and descending adverse qi,,,,10
和解少阳,和解少陽,[he jie shao y6ng],harmonizing lesser yang,,,,10
和解法,和解法,[he jie fd],harmonizing method,,,,10
和解表里,和解表裏,[he jie biao H],harmonizing exterior and interior,,,,10
和法,和法,[he fa],harmonizing method,,,,10
行气止痛,行氣止痛,[xing qi zhi tong],moving qi to relieve pain,,,,10
行气导滞,行氣導滯,[xing qi dao zhi],moving qi and removing food stagnation,,,,10
行气,行氣,[Xng qi],moving qi,,,,10
汗法,汗法,[hdn fa],sweating method,,,,10
寒者热之,寒者熱之,[h6n zh6 re zh],treating cold with heat,,,,10
寒因寒用,寒因寒用,[han yin han y〇ng],treating cold with cold,,,,10
寒下,寒下,[han xid],cold purgation,,,,10
寒热平调,寒熱平調,[han re ping tiao],combination of cold and warm medicinals,,,,10
固涩止遗,固澀止遺,[gu se zhi yfj,stopping enuresis and emission with astringents,,,,10
固精缩尿,固精縮尿,[gu jing suo nido],securing essence and reducing urination,,,,10
固表止汗,固表止汗,[gu biao zhi han],consolidating exterior and stopping sweating,,,,10
固崩止带,固崩止帶,[gu beng zhi dd],stopping metrorrhagia and leukorrhagia,,,,10
攻逐水饮,攻逐水飲,[gong zhu shui yin],expelling water by purgation,,,,10
攻下逐水,攻下逐水,[gong xid zhu shui],expelling water by purgation,,,,10
攻补兼施治法,攻補兼施治法,[gong bu jidn shi zhi f a ],treatment with both tonification and elimination,,,,10
攻补兼施,攻補兼施,[gong bu jian shi],reinforcing healthy qi and eliminating pathogenic factor,,,,10
高者抑之,高者抑之,[gdo zhe yi zhj],adverse rising treated by inhibition,,,,10
甘温除热,甘溫除熱,[gan wen chu re],relieving fever with sweet and warm,,,,10
甘寒滋润,甘寒滋潤,[gdn han zi run],nourishing and moistening with sweet-cold,,,,10
甘寒益胃,甘寒益胃,[gdn han yi wei],treating impairment of stomach fluid with sweat- cold medicinals,,,,10
甘寒生津,甘寒生津,[gdn han sheng jin],engendering liquid with sweet-cold,,,,10
腑病治脏,腑病治髒,[fu bing zhi zdng],treating zang-organ for fu-organ disease,,,,10
釜底抽薪,釜底抽薪,[fu di chou xin],taking away firewood from under cauldron,,,,10
扶正解表,扶正解表,[fu zheng jie biao],reinforcing healthy qi and relieving exterior,,,,10
扶弱,扶弱,[fu ruo],supporting weakness,,,,10
分消上下,分消上下,[fen xiao shang xid],respectively expelling evils from upper and lower,,,,10
分清泄浊,分清泄濁,[fen qing xie zhuo],ascending the clear and descending the turbid,,,,10
分利水湿,分利水濕,[fen li shui shl],promoting urination and removing dampness,,,,10
分利湿邪,分利濕邪,[fen li shi xie],excreting pathogenic dampness,,,,10
肺肾同治,肺腎同治,[fei shen tong zhi],simultaneous treatment of lung and kidney,,,,10
芳香辟秽,芳香辟穢,[fang xiang bi hui],dispelling filth with aroma,,,,10
芳香开窍,芳香開竅,[fang xiang kai qiao],resuscitation with aromatics,,,,10
芳香化湿,芳香化濕,[fang xiang hud shi],aromatic herbs resolving dampness,,,,10
法随证立,法隨證立,[fa sui zheng li],therapeutic method being based on syndrome differentiation,,,,10
发中有补,發中有補,[f^a zhong you bu],combined medicinals for relieving exterior with tonics,,,,10
发之,發之,[fa zhl],① expelling pathogen from exterior ② dispersing stagnation,,,,10
发汗解表,發汗解表,[fd hdn jie biao],inducing sweating to releasing exterior,,,,10
夺血者无汗,奪血者無汗,[duo xue zhe wu han],diaphoresis being contraindicated in case with consumption of blood,,,,10
夺汗者无血,奪汗者無血,[duo han zhe wu xuej,consumption of blood being contraindicated in case with excessive sweating,,,,10
断乳,斷乳,[duan ru],terminating lactation,,,,10
涤痰熄风,滌痰熄風,[di tan xi feng],removing phlegm and stopping wind,,,,10
涤痰法瘀,滌痰法瘀,[di tan qu yu],clearing up phlegm and dispelling stasis,,,,10
涤痰,滌痰,[di tan],clearing up phlegm,,,,10
导滞通腑,導滯通腑,[dao zhi tong fu],removing stagnation and dredging fu-organs,,,,10
导滞通便,導滯通便,[dao zhi tong bdn],removing stagnation by purgation,,,,10
淡渗利湿,淡滲利濕,[dan shen li shj],eliminating dampness with bland medicinal,,,,10
大补元气,大補元氣,[da bu yuan qi],powerful tonification of primordial qi,,,,10
达邪透表,達邪透表,[da xie tou biao],expelling pathogen from exterior,,,,10
从者反治,從者反治,[cong zhe f^an zhi],contrary treatment in compliance with pseudosymptom,,,,10
疮瘍清热法,瘡瘍清熱法,[chudng yang qing re fa],treating sore by clearing heat,,,,10
疮疡消法,瘡瘍消法,[chuang yang xiao f^a],resolving method for sore,,,,10
疮疡温通法,瘡瘍溫通法,[chudng yang wen tong fa],treating sore by warming and dredging,,,,10
疮疡托里法,瘡瘍托裏法,[chuang yang tuo H fa],promoting pustulation of sore by strengthening vital qi,,,,10
疮疡托法,瘡瘍托法,[chuang yang tuo fa],promoting pustulation of sore by strengthening vital qi,,,,10
疮疡透脓法,瘡瘍透膿法,[chudng yang tou nong fa],treating sore by draining pus,,,,10
疮疡通里法,瘡瘍通裏法,[chudng yang tong H fa],treating sore by purgative therapy,,,,10
疮疡祛痰法,瘡瘍祛痰法,[chudng yang qu tan f^a],treating sore by expelling phlegm,,,,10
疮疡理湿法,瘡瘍理濕法,[chudng yang H shi fd],treating sore by removing dampness,,,,10
疮疡解表法,瘡瘍解表法,[chuang yang jie biao fa|,relieving exterior syndrome of sore,,,,10
疮疡和营法,瘡瘍和營法,[chudng yang he yi^g fa],treating sore by regulating nutrient,,,,10
疮疡行气法,瘡瘍行氣法,[chudng yang Xng qi fd],treating sore by moving qi,,,,10
疮疡补益法,瘡瘍補益法,[chuang yang bu yi fd],tonifying therapy for sore,,,,10
疮疡补法,瘡瘍補法,[chuang yang bu fd],tonifying therapy for sore,,,,10
除湿散满,除濕散滿,[chu shi san man],removing dampness and relieving abdominal fullness,,,,10
除疳热,除疳熱,[chu gan re],eliminating fever in infantile malnutrition,,,,10
产后三禁,產後三禁,[chan hou san jin],three postpartum contraindications,,,,10
补中益气,補中益氣,[bu zhong yi qi],tonifying middle and replenishing qi,,,,10
补阴,補陰,[bu yin],tonifying yin,,,,10
补益心脾,補益心脾,[bu yi xin pi],tonifying and replenishing heart and spleen,,,,10
补养心气,補養心氣,[bu yang xin qi],tonifying qi and nourishing heart,,,,10
补养气血,補養氣血,[bu yang qi xue],tonifying and nourishing qi and blood,,,,10
补阳,補陽,[bu ydng],tonifying yang,,,,10
补血养心,補血養心,[bu xue yang xin],tonifying blood and nourishing heart,,,,10
补血养肝,補血養肝,[bu xue yang gan],tonifying blood and nourishing liver,,,,10
补血,補血,[bu xue],tonifying blood,,,,10
补虚固涩,補虛固澀,[bu xu gu se],tonifying deficiency and arresting discharge,,,,10
补气生血,補氣生血,[bu qi sheng xue],tonifying qi and generating blood,,,,10
补气摄血,補氣攝血,[bu qi she xue],tonifying qi and controlling blood,,,,10
补气健脾,補氣健脾,r1 V    \ ? * v    r-\ [bu qi jian pi],tonifying qi and invigorating spleen,,,,10
补气,補氣,[bu qi],tonifying qi,,,,10
补母泻子法,補母瀉子法,[bu mu xie zi fa],mother-tonifying child-reducing method,,,,10
补火助阳,補火助陽,[bu huo zhu y6ng],tonifying fire and assisting yang,,,,10
补肝阴,補肝陰,[bu gan yin],tonifying liver yin,,,,10
补肺益气,補肺益氣,[bu fei yi qi],tonifying lung and replenishing qi,,,,10
补肺固卫,補肺固衛,[bu fei gu wei],tonifying lung to consolidate defensive qi,,,,10
